stn,date,tmin,tmax,prcp,per_na_prcp,per_na_tmin,per_na_tmax
08HA072,2000-02-15,-1.25,3.61,0.65,16.132,1.989,1.989
08HA072,2000-02-16,-1.995,4.88,1.07,16.132,1.989,1.989
08HA072,2000-02-17,-1.88,4.43,1.29,16.132,1.989,1.989
08HA072,2000-02-18,-1.21,5.14,0.99,16.132,1.989,1.989
08HA072,2000-02-19,-0.77,5.7,1.15,16.132,1.989,1.989
08HA072,2000-02-20,1.38,5.85,2.28,16.132,1.989,1.989
08HA072,2000-02-21,2.12,5.1,21.4,16.132,1.989,1.989
08HA072,2000-02-22,1.46,4.735,22.34,16.132,1.989,1.989
08HA072,2000-02-23,1.455,3.76,2.08,16.132,1.989,1.989
08HA072,2000-02-24,1.195,4.435,1.43,16.132,1.989,1.989
08HA072,2000-02-25,1.495,3.395,21.38,16.132,1.989,1.989
08HA072,2000-02-26,1.6,4.81,14.22,16.132,1.989,1.989
08HA072,2000-02-27,1.97,4.43,3.21,16.132,1.989,1.989
08HA072,2000-02-28,2.09,3.62,18,16.132,1.989,1.989
08HA072,2000-02-29,1.865,4.805,3.59,16.132,1.989,1.989
08HA072,2000-03-01,1.83,3.76,27.49,16.132,1.989,1.989
08HA072,2000-03-02,2.35,5.39,3.91,16.132,1.989,1.989
08HA072,2000-03-03,0.34,2.8,20.64,16.132,1.989,1.989
08HA072,2000-03-04,-0.95,5.69,1.56,16.132,1.989,1.989
08HA072,2000-03-05,-2.18,4.95,1.62,16.132,1.989,1.989
08HA072,2000-03-06,-1.96,7.11,1.72,16.132,1.989,1.989
08HA072,2000-03-07,1.53,5.91,1.29,16.132,1.989,1.989
08HA072,2000-03-08,1.89,6.36,1.7,16.132,1.989,1.989
08HA072,2000-03-09,0.895,5.765,1.7,16.132,1.989,1.989
08HA072,2000-03-10,1.76,5.84,15.25,16.132,1.989,1.989
08HA072,2000-03-11,1.085,4.095,10.45,16.132,1.989,1.989
08HA072,2000-03-12,2.28,5.14,5.82,16.132,1.989,1.989
08HA072,2000-03-13,2.05,6.105,27.05,16.132,1.989,1.989
08HA072,2000-03-14,0.3,5.25,4.26,16.132,1.989,1.989
08HA072,2000-03-15,1.46,6.21,15.53,16.132,1.989,1.989
08HA072,2000-03-16,1.46,5.17,11.62,16.132,1.989,1.989
08HA072,2000-03-17,1.53,2.83,25.48,16.132,1.989,1.989
08HA072,2000-03-18,1.53,6.29,26.7,16.132,1.989,1.989
08HA072,2000-03-19,-0.03,5.77,1.41,16.132,1.989,1.989
08HA072,2000-03-20,1.61,6.065,2.83,16.132,1.989,1.989
08HA072,2000-03-21,2.43,7.105,20.03,16.132,1.989,1.989
08HA072,2000-03-22,1.98,6.74,10,16.132,1.989,1.989
08HA072,2000-03-23,0.71,6.695,2.23,16.132,1.989,1.989
08HA072,2000-03-24,1.09,7.67,0.65,16.132,1.989,1.989
08HA072,2000-03-25,0.42,9.15,0.77,16.132,1.989,1.989
08HA072,2000-03-26,3.1,10.08,4.72,16.132,1.989,1.989
08HA072,2000-03-27,2.13,6.515,11.47,16.132,1.989,1.989
08HA072,2000-03-28,-0.33,5.105,1.2,16.132,1.989,1.989
08HA072,2000-03-29,0.12,8.785,0.86,16.132,1.989,1.989
08HA072,2000-03-30,2.5,12.65,0.9,16.132,1.989,1.989
08HA072,2000-03-31,3.9,11.905,0.85,16.132,1.989,1.989
08HA072,2000-04-01,3.27,16.82,1.13,16.132,1.989,1.989
08HA072,2000-04-02,3.84,16.99,1.13,16.132,1.989,1.989
08HA072,2000-04-03,2.71,17.265,1.23,16.132,1.989,1.989
08HA072,2000-04-04,3.61,7.37,1.38,16.132,1.989,1.989
08HA072,2000-04-05,1.935,5.21,12.34,16.132,1.989,1.989
08HA072,2000-04-06,0.12,7.885,1.11,16.132,1.989,1.989
08HA072,2000-04-07,0.42,12.82,0.84,16.132,1.989,1.989
08HA072,2000-04-08,3.23,17.935,1.01,16.132,1.989,1.989
08HA072,2000-04-09,5.1,13.86,0.67,16.132,1.989,1.989
08HA072,2000-04-10,4.28,16.395,0.9,16.132,1.989,1.989
08HA072,2000-04-11,5.77,19.455,0.92,16.132,1.989,1.989
08HA072,2000-04-12,5.98,18.82,0.81,16.132,1.989,1.989
08HA072,2000-04-13,6.14,15.4,2.32,16.132,1.989,1.989
08HA072,2000-04-14,3.865,6.66,11.74,16.132,1.989,1.989
08HA072,2000-04-15,1.93,9.67,0.98,16.132,1.989,1.989
08HA072,2000-04-16,2.375,14.31,0.77,16.132,1.989,1.989
08HA072,2000-04-17,2.41,15.35,1,16.132,1.989,1.989
08HA072,2000-04-18,3.54,15.735,0.94,16.132,1.989,1.989
08HA072,2000-04-19,5.68,11.31,1.76,16.132,1.989,1.989
08HA072,2000-04-20,6.14,13.28,0.59,16.132,1.989,1.989
08HA072,2000-04-21,4.43,9.57,17.74,16.132,1.989,1.989
08HA072,2000-04-22,0.7,8.115,7.16,16.132,1.989,1.989
08HA072,2000-04-23,-0.17,5.02,10.45,16.132,1.989,1.989
08HA072,2000-04-24,0.19,8.73,3.4,16.132,1.989,1.989
08HA072,2000-04-25,2.49,6.775,18.92,16.132,1.989,1.989
08HA072,2000-04-26,4.74,10.57,1.33,16.132,1.989,1.989
08HA072,2000-04-27,1.815,8.75,16.13,16.132,1.989,1.989
08HA072,2000-04-28,1.76,6.51,27.7,16.132,1.989,1.989
08HA072,2000-04-29,4.51,9.97,4.61,16.132,1.989,1.989
08HA072,2000-04-30,5.69,7.18,20.04,16.132,1.989,1.989
08HA072,2000-05-01,5.92,12.94,1.15,16.132,1.989,1.989
08HA072,2000-05-02,4.315,12.24,14.77,16.132,1.989,1.989
08HA072,2000-05-03,4.43,8.21,14.24,16.132,1.989,1.989
08HA072,2000-05-04,3.407,7.295,4.33,16.132,1.989,1.989
08HA072,2000-05-05,3.76,7.89,4.4,16.132,1.989,1.989
08HA072,2000-05-06,1.49,7.91,4.31,16.132,1.989,1.989
08HA072,2000-05-07,2.005,11.835,1.7,16.132,1.989,1.989
08HA072,2000-05-08,4.44,12.69,1.99,16.132,1.989,1.989
08HA072,2000-05-09,3.645,12.09,2.39,16.132,1.989,1.989
08HA072,2000-05-10,5.32,12.02,8.67,16.132,1.989,1.989
08HA072,2000-05-11,3.31,8.15,4.56,16.132,1.989,1.989
08HA072,2000-05-12,2.895,11.04,0.52,16.132,1.989,1.989
08HA072,2000-05-13,4.8,15.915,0.47,16.132,1.989,1.989
08HA072,2000-05-14,7.175,17.745,0.96,16.132,1.989,1.989
08HA072,2000-05-15,7.48,21.795,1.55,16.132,1.989,1.989
08HA072,2000-05-16,7.54,19.94,2.88,16.132,1.989,1.989
08HA072,2000-05-17,7.995,11.86,0.56,16.132,1.989,1.989
08HA072,2000-05-18,8.88,14.2,4.94,16.132,1.989,1.989
08HA072,2000-05-19,7.99,14.69,1.93,16.132,1.989,1.989
08HA072,2000-05-20,7.54,12.91,3.57,16.132,1.989,1.989
08HA072,2000-05-21,5.77,11.865,13.91,16.132,1.989,1.989
08HA072,2000-05-22,3.01,11.79,0.87,16.132,1.989,1.989
08HA072,2000-05-23,3.68,17.295,1.28,16.132,1.989,1.989
08HA072,2000-05-24,3.005,18.265,1.72,16.132,1.989,1.989
08HA072,2000-05-25,4.13,15.775,3.64,16.132,1.989,1.989
08HA072,2000-05-26,6.88,10.185,23.7,16.132,1.989,1.989
08HA072,2000-05-27,7.435,10.52,18.51,16.132,1.989,1.989
08HA072,2000-05-28,7.285,11.42,2.53,16.132,1.989,1.989
08HA072,2000-05-29,6.54,12.72,1.94,16.132,1.989,1.989
08HA072,2000-05-30,6.31,14.61,0.93,16.132,1.989,1.989
08HA072,2000-05-31,4.865,13.095,1.05,16.132,1.989,1.989
08HA072,2000-06-01,6.59,17,4.52,16.132,1.989,1.989
08HA072,2000-06-02,7.435,17.37,1.17,16.132,1.989,1.989
08HA072,2000-06-03,8.82,22.815,1.66,16.132,1.989,1.989
08HA072,2000-06-04,10.22,24.92,1.96,16.132,1.989,1.989
08HA072,2000-06-05,8.81,13.13,11.88,16.132,1.989,1.989
08HA072,2000-06-06,5.425,11.75,9.94,16.132,1.989,1.989
08HA072,2000-06-07,8.52,12.98,1.41,16.132,1.989,1.989
08HA072,2000-06-08,6.8,15.43,1.28,16.132,1.989,1.989
08HA072,2000-06-09,6.66,11.49,4.52,16.132,1.989,1.989
08HA072,2000-06-10,5.243,10.38,5.99,16.132,1.989,1.989
08HA072,2000-06-11,7.11,9.64,39.98,16.132,1.989,1.989
08HA072,2000-06-12,8.44,11.56,6.8,16.132,1.989,1.989
08HA072,2000-06-13,9.19,12.53,10.25,16.132,1.989,1.989
08HA072,2000-06-14,6.095,14.92,3.29,16.132,1.989,1.989
08HA072,2000-06-15,6.81,18.85,1.59,16.132,1.989,1.989
08HA072,2000-06-16,8.82,23.77,1.82,16.132,1.989,1.989
08HA072,2000-06-17,11.79,24.88,2.09,16.132,1.989,1.989
08HA072,2000-06-18,6.87,18.675,1.77,16.132,1.989,1.989
08HA072,2000-06-19,7.17,20.56,1.79,16.132,1.989,1.989
08HA072,2000-06-20,9.11,20.685,1.61,16.132,1.989,1.989
08HA072,2000-06-21,5.83,18.79,1.9,16.132,1.989,1.989
08HA072,2000-06-22,6.42,19.3,1.85,16.132,1.989,1.989
08HA072,2000-06-23,8.45,18.04,2.76,16.132,1.989,1.989
08HA072,2000-06-24,8.51,20.945,1.99,16.132,1.989,1.989
08HA072,2000-06-25,11.12,25.63,2.53,16.132,1.989,1.989
08HA072,2000-06-26,11.94,28.53,2.79,16.132,1.989,1.989
08HA072,2000-06-27,12.83,29.94,3.04,16.132,1.989,1.989
08HA072,2000-06-28,9.33,28.97,3.28,16.132,1.989,1.989
08HA072,2000-06-29,7.91,18.78,1.04,16.132,1.989,1.989
08HA072,2000-06-30,6.57,17.71,1.34,16.132,1.989,1.989
08HA072,2000-07-01,7.99,12.835,4.4,16.132,1.989,1.989
08HA072,2000-07-02,6.44,11.305,7.14,16.132,1.989,1.989
08HA072,2000-07-03,8.365,13.2,0.25,16.132,1.989,1.989
08HA072,2000-07-04,9.85,14.395,1.12,16.132,1.989,1.989
08HA072,2000-07-05,7.655,14.395,1.45,16.132,1.989,1.989
08HA072,2000-07-06,8.09,18.41,1.52,16.132,1.989,1.989
08HA072,2000-07-07,9.25,22.395,2.3,16.132,1.989,1.989
08HA072,2000-07-08,11.27,22.91,1.87,16.132,1.989,1.989
08HA072,2000-07-09,10.545,18.07,1.44,16.132,1.989,1.989
08HA072,2000-07-10,11.71,17.74,1.18,16.132,1.989,1.989
08HA072,2000-07-11,7.5,19.115,1.94,16.132,1.989,1.989
08HA072,2000-07-12,8.58,20.12,1.08,16.132,1.989,1.989
08HA072,2000-07-13,5.46,13.87,7.77,16.132,1.989,1.989
08HA072,2000-07-14,6.61,17.74,1.97,16.132,1.989,1.989
08HA072,2000-07-15,7.56,20.42,1.71,16.132,1.989,1.989
08HA072,2000-07-16,8.81,25.295,2.29,16.132,1.989,1.989
08HA072,2000-07-17,8.725,26.37,2.81,16.132,1.989,1.989
08HA072,2000-07-18,10.45,24.21,1.92,16.132,1.989,1.989
08HA072,2000-07-19,11.86,23.06,1.87,16.132,1.989,1.989
08HA072,2000-07-20,12.38,26.08,2.83,16.132,1.989,1.989
08HA072,2000-07-21,12.76,28.685,2.85,16.132,1.989,1.989
08HA072,2000-07-22,10.67,21.865,1.67,16.132,1.989,1.989
08HA072,2000-07-23,10.33,19.67,1.52,16.132,1.989,1.989
08HA072,2000-07-24,10.97,25.85,2.34,16.132,1.989,1.989
08HA072,2000-07-25,11.56,20.79,2.68,16.132,1.989,1.989
08HA072,2000-07-26,11.08,14.095,17.13,16.132,1.989,1.989
08HA072,2000-07-27,12.24,14.4,45.91,16.132,1.989,1.989
08HA072,2000-07-28,10.44,16.255,10.25,16.132,1.989,1.989
08HA072,2000-07-29,11.705,22.27,1.89,16.132,1.989,1.989
08HA072,2000-07-30,13.5,25.855,2.49,16.132,1.989,1.989
08HA072,2000-07-31,9.14,23.03,2.3,16.132,1.989,1.989
08HA072,2000-08-01,9.55,23.655,1.78,16.132,1.989,1.989
08HA072,2000-08-02,10.775,24.14,2.1,16.132,1.989,1.989
08HA072,2000-08-03,11.56,23.76,1.54,16.132,1.989,1.989
08HA072,2000-08-04,11.745,28.24,2.65,16.132,1.989,1.989
08HA072,2000-08-05,10.22,27.72,2.81,16.132,1.989,1.989
08HA072,2000-08-06,10.45,24.55,2.06,16.132,1.989,1.989
08HA072,2000-08-07,11.745,23.245,1.96,16.132,1.989,1.989
08HA072,2000-08-08,11.56,26.155,2.55,16.132,1.989,1.989
08HA072,2000-08-09,11.79,23.73,1.92,16.132,1.989,1.989
08HA072,2000-08-10,9.545,21.23,1.66,16.132,1.989,1.989
08HA072,2000-08-11,7.615,16.105,1.06,16.132,1.989,1.989
08HA072,2000-08-12,6.985,21.615,1.92,16.132,1.989,1.989
08HA072,2000-08-13,6.46,21.6,1.71,16.132,1.989,1.989
08HA072,2000-08-14,6.575,20.41,1.62,16.132,1.989,1.989
08HA072,2000-08-15,6.545,16.995,1.22,16.132,1.989,1.989
08HA072,2000-08-16,6.165,20.93,1.77,16.132,1.989,1.989
08HA072,2000-08-17,7.78,16.445,1.96,16.132,1.989,1.989
08HA072,2000-08-18,10.15,15.695,11.8,16.132,1.989,1.989
08HA072,2000-08-19,8.21,12.38,4.13,16.132,1.989,1.989
08HA072,2000-08-20,7.03,12.98,5.3,16.132,1.989,1.989
08HA072,2000-08-21,7.33,18.71,1.64,16.132,1.989,1.989
08HA072,2000-08-22,9.18,21.97,2.69,16.132,1.989,1.989
08HA072,2000-08-23,11.41,24.325,2.44,16.132,1.989,1.989
08HA072,2000-08-24,11.49,22.2,1.77,16.132,1.989,1.989
08HA072,2000-08-25,10.97,15.2,2.08,16.132,1.989,1.989
08HA072,2000-08-26,6.645,17.075,1.13,16.132,1.989,1.989
08HA072,2000-08-27,5.945,16.815,0.99,16.132,1.989,1.989
08HA072,2000-08-28,6.36,20.195,1.04,16.132,1.989,1.989
08HA072,2000-08-29,8.51,15.025,6.69,16.132,1.989,1.989
08HA072,2000-08-30,8.73,19.045,1.38,16.132,1.989,1.989
08HA072,2000-08-31,7.69,14.47,2.29,16.132,1.989,1.989
08HA072,2000-09-01,6.535,12.68,1.81,16.132,1.989,1.989
08HA072,2000-09-02,5.465,11.71,2.69,16.132,1.989,1.989
08HA072,2000-09-03,6.88,13.43,1.58,16.132,1.989,1.989
08HA072,2000-09-04,6.505,14.98,1.54,16.132,1.989,1.989
08HA072,2000-09-05,8.82,16.07,0.61,16.132,1.989,1.989
08HA072,2000-09-06,8.735,19.38,1.4,16.132,1.989,1.989
08HA072,2000-09-07,8.325,11.79,26.35,16.132,1.989,1.989
08HA072,2000-09-08,8.29,11.005,8.63,16.132,1.989,1.989
08HA072,2000-09-09,8.66,11.49,21.39,16.132,1.989,1.989
08HA072,2000-09-10,6.21,14.23,0.96,16.132,1.989,1.989
08HA072,2000-09-11,6.66,17.405,0.82,16.132,1.989,1.989
08HA072,2000-09-12,8.21,15.95,1.06,16.132,1.989,1.989
08HA072,2000-09-13,8.135,20.42,0.92,16.132,1.989,1.989
08HA072,2000-09-14,11.75,21.72,1.48,16.132,1.989,1.989
08HA072,2000-09-15,10.45,18.26,0.63,16.132,1.989,1.989
08HA072,2000-09-16,10.26,16.925,0.55,16.132,1.989,1.989
08HA072,2000-09-17,12.01,15.29,0.97,16.132,1.989,1.989
08HA072,2000-09-18,10.15,15.36,2.65,16.132,1.989,1.989
08HA072,2000-09-19,9.93,18.97,0.6,16.132,1.989,1.989
08HA072,2000-09-20,10.635,17.37,2.23,16.132,1.989,1.989
08HA072,2000-09-21,4.2,16.99,0.81,16.132,1.989,1.989
08HA072,2000-09-22,3.75,16.59,0.49,16.132,1.989,1.989
08HA072,2000-09-23,4.28,16.775,0.48,16.132,1.989,1.989
08HA072,2000-09-24,4.57,17.29,0.57,16.132,1.989,1.989
08HA072,2000-09-25,6.59,17.595,0.52,16.132,1.989,1.989
08HA072,2000-09-26,7.48,18.18,0.74,16.132,1.989,1.989
08HA072,2000-09-27,7.78,18.78,0.53,16.132,1.989,1.989
08HA072,2000-09-28,10.89,13.54,30.52,16.132,1.989,1.989
08HA072,2000-09-29,11.56,12.91,15.9,16.132,1.989,1.989
08HA072,2000-09-30,2.27,13.86,1.2,16.132,1.989,1.989
08HA072,2000-10-01,3.09,12.1,0.78,16.132,1.989,1.989
08HA072,2000-10-02,3.38,11.2,0.93,16.132,1.989,1.989
08HA072,2000-10-03,3.98,13.06,0.69,16.132,1.989,1.989
08HA072,2000-10-04,3.72,14.69,0.93,16.132,1.989,1.989
08HA072,2000-10-05,4.09,14.32,0.84,16.132,1.989,1.989
08HA072,2000-10-06,4.8,14.775,0.37,16.132,1.989,1.989
08HA072,2000-10-07,5.32,15.13,5.3,16.132,1.989,1.989
08HA072,2000-10-08,9.18,14.025,2.29,16.132,1.989,1.989
08HA072,2000-10-09,4.58,11.42,1.25,16.132,1.989,1.989
08HA072,2000-10-10,5.1,14.47,0.75,16.132,1.989,1.989
08HA072,2000-10-11,4.05,14.55,0.87,16.132,1.989,1.989
08HA072,2000-10-12,3.83,14.32,0.39,16.132,1.989,1.989
08HA072,2000-10-13,4.65,11.34,2.65,16.132,1.989,1.989
08HA072,2000-10-14,2.79,11.975,0.86,16.132,1.989,1.989
08HA072,2000-10-15,5.17,8.82,18.99,16.132,1.989,1.989
08HA072,2000-10-16,6.74,9.34,49.78,16.132,1.989,1.989
08HA072,2000-10-17,7.78,11.49,39.38,16.132,1.989,1.989
08HA072,2000-10-18,4.465,8.73,9.99,16.132,1.989,1.989
08HA072,2000-10-19,6.14,10.76,64.8,16.132,1.989,1.989
08HA072,2000-10-20,2.895,10.45,3.08,16.132,1.989,1.989
08HA072,2000-10-21,2.41,8.88,0.7,16.132,1.989,1.989
08HA072,2000-10-22,2.9,8.375,0.44,16.132,1.989,1.989
08HA072,2000-10-23,4.13,10.345,0.43,16.132,1.989,1.989
08HA072,2000-10-24,5.69,10.08,0.29,16.132,1.989,1.989
08HA072,2000-10-25,4.72,12.95,0.73,16.132,1.989,1.989
08HA072,2000-10-26,4.68,11.49,0.46,16.132,1.989,1.989
08HA072,2000-10-27,4.72,7.48,32.81,16.132,1.989,1.989
08HA072,2000-10-28,5.1,7.41,16.35,16.132,1.989,1.989
08HA072,2000-10-29,2.41,8.15,0.58,16.132,1.989,1.989
08HA072,2000-10-30,3.76,8.45,2.67,16.132,1.989,1.989
08HA072,2000-10-31,1.53,8.52,0.96,16.132,1.989,1.989
08HA072,2000-11-01,3.32,7.22,1.49,16.132,1.989,1.989
08HA072,2000-11-02,5.1,8.825,1.03,16.132,1.989,1.989
08HA072,2000-11-03,5.1,9.42,30.11,16.132,1.989,1.989
08HA072,2000-11-04,2.41,8.86,1.45,16.132,1.989,1.989
08HA072,2000-11-05,2.04,6.85,4.74,16.132,1.989,1.989
08HA072,2000-11-06,1.6,8.08,1.35,16.132,1.989,1.989
08HA072,2000-11-07,1.37,6.96,4.69,16.132,1.989,1.989
08HA072,2000-11-08,0.48,5.8,2.48,16.132,1.989,1.989
08HA072,2000-11-09,-1.44,6.48,0.87,16.132,1.989,1.989
08HA072,2000-11-10,-1.74,4.92,1.58,16.132,1.989,1.989
08HA072,2000-11-11,-0.84,4.58,0.94,16.132,1.989,1.989
08HA072,2000-11-12,0.75,3.9,7.09,16.132,1.989,1.989
08HA072,2000-11-13,-0.54,4.245,0.7,16.132,1.989,1.989
08HA072,2000-11-14,-1.66,2.95,1.38,16.132,1.989,1.989
08HA072,2000-11-15,-1.74,3.135,1.59,16.132,1.989,1.989
08HA072,2000-11-16,-1.81,2.315,1.69,16.132,1.989,1.989
08HA072,2000-11-17,-1.995,2.315,2.42,16.132,1.989,1.989
08HA072,2000-11-18,-0.84,2.76,1.15,16.132,1.989,1.989
08HA072,2000-11-19,0.49,4.88,0.3,16.132,1.989,1.989
08HA072,2000-11-20,0.94,6.92,1.55,16.132,1.989,1.989
08HA072,2000-11-21,0.49,5.69,1.35,16.132,1.989,1.989
08HA072,2000-11-22,0.49,6.665,16.7,16.132,1.989,1.989
08HA072,2000-11-23,2.34,5.73,8.62,16.132,1.989,1.989
08HA072,2000-11-24,2.64,6.065,18.6,16.132,1.989,1.989
08HA072,2000-11-25,1,6.03,36.83,16.132,1.989,1.989
08HA072,2000-11-26,0.79,3.84,33.47,16.132,1.989,1.989
08HA072,2000-11-27,-0.47,4.625,0.76,16.132,1.989,1.989
08HA072,2000-11-28,0.71,5.33,2.72,16.132,1.989,1.989
08HA072,2000-11-29,1.6,4.95,41.03,16.132,1.989,1.989
08HA072,2000-11-30,3.25,6.21,16.9,16.132,1.989,1.989
08HA072,2000-12-01,4.05,6.07,42.6,16.132,1.989,1.989
08HA072,2000-12-02,0.12,6.7,2.28,16.132,1.989,1.989
08HA072,2000-12-03,-0.1,4.51,0.53,16.132,1.989,1.989
08HA072,2000-12-04,0.64,5.285,0.46,16.132,1.989,1.989
08HA072,2000-12-05,0.79,5.55,0.46,16.132,1.989,1.989
08HA072,2000-12-06,0.42,6.89,0.98,16.132,1.989,1.989
08HA072,2000-12-07,-1.06,5.48,0.98,16.132,1.989,1.989
08HA072,2000-12-08,-1.51,2.43,1.86,16.132,1.989,1.989
08HA072,2000-12-09,-2.18,2.2,2.8,16.132,1.989,1.989
08HA072,2000-12-10,-4.22,1.345,11.37,16.132,1.989,1.989
08HA072,2000-12-11,-4.22,-0.24,52.61,16.132,1.989,1.989
08HA072,2000-12-12,-3.695,1.165,64.336,16.132,1.989,1.989
08HA072,2000-12-13,-3.08,-0.02,76.062,16.132,1.989,1.989
08HA072,2000-12-14,-4.19,1.905,87.788,16.132,1.989,1.989
08HA072,2000-12-15,-5.37,1.61,99.514,16.132,1.989,1.989
08HA072,2000-12-16,0.56,4.475,111.24,16.132,1.989,1.989
08HA072,2000-12-17,-0.655,2.87,3.01,16.132,1.989,1.989
08HA072,2000-12-18,-0.62,1.87,7.12,16.132,1.989,1.989
08HA072,2000-12-19,-2.78,0.12,14.845,16.132,1.989,1.989
08HA072,2000-12-20,-0.1,1.68,22.57,16.132,1.989,1.989
08HA072,2000-12-21,-0.25,3.62,90.43,16.132,1.989,1.989
08HA072,2000-12-22,1.31,2.8,3.04,16.132,1.989,1.989
08HA072,2000-12-23,1.09,2.8,7.99,16.132,1.989,1.989
08HA072,2000-12-24,0.34,3.53,8.23,16.132,1.989,1.989
08HA072,2000-12-25,1.345,3.39,4.48,16.132,1.989,1.989
08HA072,2000-12-26,1.68,4.13,18.52,16.132,1.989,1.989
08HA072,2000-12-27,0.27,3.505,1.43,16.132,1.989,1.989
08HA072,2000-12-28,0.34,3.61,1.31,16.132,1.989,1.989
08HA072,2000-12-29,0.86,3.985,3.98,16.132,1.989,1.989
08HA072,2000-12-30,2.72,5.58,5.86,16.132,1.989,1.989
08HA072,2000-12-31,3.61,5.47,1.87,16.132,1.989,1.989
