stn,date,tmin,tmax,prcp,per_na_prcp,per_na_tmin,per_na_tmax
M107004,1995-02-04,-10.1,2.6,NA,100,31.422,31.422
M107004,1995-02-05,-3.7,0.1,NA,100,31.422,31.422
M107004,1995-02-06,-2.2,-0.3,NA,100,31.422,31.422
M107004,1995-02-07,-1.1,0.6,NA,100,31.422,31.422
M107004,1995-02-08,-6.9,-1.7,NA,100,31.422,31.422
M107004,1995-02-09,-10.7,0.8,NA,100,31.422,31.422
M107004,1995-02-10,-5.6,-1.8,NA,100,31.422,31.422
M107004,1995-02-11,-16.7,-5.2,NA,100,31.422,31.422
M107004,1995-02-12,-21.5,-8.6,NA,100,31.422,31.422
M107004,1995-02-13,-26.2,-9.5,NA,100,31.422,31.422
M107004,1995-02-14,-14.4,-9.6,NA,100,31.422,31.422
M107004,1995-02-15,-14.4,-9.5,NA,100,31.422,31.422
M107004,1995-02-16,-16.7,-14.7,NA,100,31.422,31.422
M107004,1995-02-17,-16.7,-10.7,NA,100,31.422,31.422
M107004,1995-02-18,-15.4,5.2,NA,100,31.422,31.422
M107004,1995-02-19,0.7,7.5,NA,100,31.422,31.422
M107004,1995-02-20,0.8,8.2,NA,100,31.422,31.422
M107004,1995-02-21,-5.2,1.8,NA,100,31.422,31.422
M107004,1995-02-22,-11.4,3.4,NA,100,31.422,31.422
M107004,1995-02-23,-3.4,3.3,NA,100,31.422,31.422
M107004,1995-02-24,-4.3,6.3,NA,100,31.422,31.422
M107004,1995-02-25,-11.3,-0.4,NA,100,31.422,31.422
M107004,1995-02-26,-17.7,-2.1,NA,100,31.422,31.422
M107004,1995-02-27,-18.6,0,NA,100,31.422,31.422
M107004,1995-02-28,-17.5,0.5,NA,100,31.422,31.422
M107004,1995-03-01,-19.2,2.2,NA,100,31.422,31.422
M107004,1995-03-02,-18.4,2.2,NA,100,31.422,31.422
M107004,1995-03-03,-13.7,-2.1,NA,100,31.422,31.422
M107004,1995-03-04,-23.2,-9,NA,100,31.422,31.422
M107004,1995-03-05,-24.6,-6.3,NA,100,31.422,31.422
M107004,1995-03-06,-21.5,-5.5,NA,100,31.422,31.422
M107004,1995-03-07,-13.4,-8.8,NA,100,31.422,31.422
M107004,1995-03-08,-10.3,-5,NA,100,31.422,31.422
M107004,1995-03-09,-8.2,-3.9,NA,100,31.422,31.422
M107004,1995-03-10,-6.7,5.6,NA,100,31.422,31.422
M107004,1995-03-11,-1.4,9.2,NA,100,31.422,31.422
M107004,1995-03-12,-2.6,5.5,NA,100,31.422,31.422
M107004,1995-03-13,-5.6,6.5,NA,100,31.422,31.422
M107004,1995-03-14,-1.2,8.3,NA,100,31.422,31.422
M107004,1995-03-15,1.4,7.5,NA,100,31.422,31.422
M107004,1995-03-16,-4.4,8.6,NA,100,31.422,31.422
M107004,1995-03-17,0.9,9.1,NA,100,31.422,31.422
M107004,1995-03-18,0.7,9.8,NA,100,31.422,31.422
M107004,1995-03-19,-5.9,4.4,NA,100,31.422,31.422
M107004,1995-03-20,-6.9,0.3,NA,100,31.422,31.422
M107004,1995-03-21,-1.8,3.6,NA,100,31.422,31.422
M107004,1995-03-22,-7.3,4.4,NA,100,31.422,31.422
M107004,1995-03-23,-2.6,3.9,NA,100,31.422,31.422
M107004,1995-03-24,-5.6,1.5,NA,100,31.422,31.422
M107004,1995-03-25,-6.8,2.9,NA,100,31.422,31.422
M107004,1995-03-26,-2.1,9.4,NA,100,31.422,31.422
M107004,1995-03-27,0.9,12.7,NA,100,31.422,31.422
M107004,1995-03-28,-0.6,13,NA,100,31.422,31.422
M107004,1995-03-29,-1.4,15,NA,100,31.422,31.422
M107004,1995-03-30,-2.7,12.8,NA,100,31.422,31.422
M107004,1995-03-31,0,12.5,NA,100,31.422,31.422
M107004,1995-04-01,-2.1,8.7,NA,100,31.422,31.422
M107004,1995-04-02,1.2,9.8,NA,100,31.422,31.422
M107004,1995-04-03,1.4,12.4,NA,100,31.422,31.422
M107004,1995-04-04,-1.2,7.4,NA,100,31.422,31.422
M107004,1995-04-05,-4.8,7.6,NA,100,31.422,31.422
M107004,1995-04-06,-1.2,10.2,NA,100,31.422,31.422
M107004,1995-04-07,2,8,NA,100,31.422,31.422
M107004,1995-04-08,-0.1,8.8,NA,100,31.422,31.422
M107004,1995-04-09,-1.9,9.3,NA,100,31.422,31.422
M107004,1995-04-10,-2.7,4.4,NA,100,31.422,31.422
M107004,1995-04-11,-3.1,7.4,NA,100,31.422,31.422
M107004,1995-04-12,-5.7,8.6,NA,100,31.422,31.422
M107004,1995-04-13,-1.3,4.2,NA,100,31.422,31.422
M107004,1995-04-14,0,7.3,NA,100,31.422,31.422
M107004,1995-04-15,-2,9.8,NA,100,31.422,31.422
M107004,1995-04-16,-3.9,9.9,NA,100,31.422,31.422
M107004,1995-04-17,0,7.9,NA,100,31.422,31.422
M107004,1995-04-18,-1.6,9.8,NA,100,31.422,31.422
M107004,1995-04-19,-4.8,8.7,NA,100,31.422,31.422
M107004,1995-04-20,-0.3,12.2,NA,100,31.422,31.422
M107004,1995-04-21,-0.5,15.6,NA,100,31.422,31.422
M107004,1995-04-22,-2,17.1,NA,100,31.422,31.422
M107004,1995-04-23,2.1,14.4,NA,100,31.422,31.422
M107004,1995-04-24,2.2,15.6,NA,100,31.422,31.422
M107004,1995-04-25,-1.4,14.9,NA,100,31.422,31.422
M107004,1995-04-26,3.2,14.7,NA,100,31.422,31.422
M107004,1995-04-27,-0.9,15.5,NA,100,31.422,31.422
M107004,1995-04-28,-2.5,17.6,NA,100,31.422,31.422
M107004,1995-04-29,-0.3,10.3,NA,100,31.422,31.422
M107004,1995-04-30,1.2,10.1,NA,100,31.422,31.422
M107004,1995-05-01,2,13.4,NA,100,31.422,31.422
M107004,1995-05-02,5.4,13,NA,100,31.422,31.422
M107004,1995-05-03,1.9,12.9,NA,100,31.422,31.422
M107004,1995-05-04,1.2,13.1,NA,100,31.422,31.422
M107004,1995-05-05,-2,15.4,NA,100,31.422,31.422
M107004,1995-05-06,-0.7,18.7,NA,100,31.422,31.422
M107004,1995-05-07,-0.4,21.2,NA,100,31.422,31.422
M107004,1995-05-08,-0.2,22.8,NA,100,31.422,31.422
M107004,1995-05-09,1.5,21.8,NA,100,31.422,31.422
M107004,1995-05-10,7.1,14.6,NA,100,31.422,31.422
M107004,1995-05-11,6.5,10.9,NA,100,31.422,31.422
M107004,1995-05-12,7.5,20.9,NA,100,31.422,31.422
M107004,1995-05-13,5.1,24.9,NA,100,31.422,31.422
M107004,1995-05-14,9.5,17.5,NA,100,31.422,31.422
M107004,1995-05-15,7.4,17.9,NA,100,31.422,31.422
M107004,1995-05-16,7.6,15.7,NA,100,31.422,31.422
M107004,1995-05-17,3.2,10.6,NA,100,31.422,31.422
M107004,1995-05-18,-0.6,11.1,NA,100,31.422,31.422
M107004,1995-05-19,0.4,11.1,NA,100,31.422,31.422
M107004,1995-05-20,1.1,16.8,NA,100,31.422,31.422
M107004,1995-05-21,-1.4,20.1,NA,100,31.422,31.422
M107004,1995-05-22,0,19.6,NA,100,31.422,31.422
M107004,1995-05-23,1.9,19.8,NA,100,31.422,31.422
M107004,1995-05-24,2.2,23,NA,100,31.422,31.422
M107004,1995-05-25,5.6,23.8,NA,100,31.422,31.422
M107004,1995-05-26,5.5,25.6,NA,100,31.422,31.422
M107004,1995-05-27,5.7,22.4,NA,100,31.422,31.422
M107004,1995-05-28,4.4,19.8,NA,100,31.422,31.422
M107004,1995-05-29,10,17.6,NA,100,31.422,31.422
M107004,1995-05-30,6.3,13.3,NA,100,31.422,31.422
M107004,1995-05-31,2.6,13.6,NA,100,31.422,31.422
M107004,1995-06-01,3.9,16.2,NA,100,31.422,31.422
M107004,1995-06-02,2.8,17,NA,100,31.422,31.422
M107004,1995-06-03,0.5,23.3,NA,100,31.422,31.422
M107004,1995-06-04,8.9,17.6,NA,100,31.422,31.422
M107004,1995-06-05,3.8,14.7,NA,100,31.422,31.422
M107004,1995-06-06,0.9,18.1,NA,100,31.422,31.422
M107004,1995-06-07,1.6,21.6,NA,100,31.422,31.422
M107004,1995-06-08,11.2,22.1,NA,100,31.422,31.422
M107004,1995-06-09,7.3,27.8,NA,100,31.422,31.422
M107004,1995-06-10,9,24.3,NA,100,31.422,31.422
M107004,1995-06-11,7.3,13.2,NA,100,31.422,31.422
M107004,1995-06-12,5,15.2,NA,100,31.422,31.422
M107004,1995-06-13,2.9,14.6,NA,100,31.422,31.422
M107004,1995-06-14,5,14,NA,100,31.422,31.422
M107004,1995-06-15,4.1,14.8,NA,100,31.422,31.422
M107004,1995-06-16,2.1,19,NA,100,31.422,31.422
M107004,1995-06-17,9.2,15.8,NA,100,31.422,31.422
M107004,1995-06-18,7.3,20.6,NA,100,31.422,31.422
M107004,1995-06-19,11.4,24.9,NA,100,31.422,31.422
M107004,1995-06-20,11.8,24.4,NA,100,31.422,31.422
M107004,1995-06-21,8.7,25,NA,100,31.422,31.422
M107004,1995-06-22,9.5,20.1,NA,100,31.422,31.422
M107004,1995-06-23,5.1,17.4,NA,100,31.422,31.422
M107004,1995-06-24,8.5,16.5,NA,100,31.422,31.422
M107004,1995-06-25,4.7,11.9,NA,100,31.422,31.422
M107004,1995-06-26,1.9,21.3,NA,100,31.422,31.422
M107004,1995-06-27,3.3,26.5,NA,100,31.422,31.422
M107004,1995-06-28,5.5,29.2,NA,100,31.422,31.422
M107004,1995-06-29,6.8,28.1,NA,100,31.422,31.422
M107004,1995-06-30,8.7,29,NA,100,31.422,31.422
M107004,1995-07-01,11.8,17.4,NA,100,31.422,31.422
M107004,1995-07-02,12.4,17.8,NA,100,31.422,31.422
M107004,1995-07-03,11.9,18.4,NA,100,31.422,31.422
M107004,1995-07-04,10.9,17.1,NA,100,31.422,31.422
M107004,1995-07-05,9.9,17.7,NA,100,31.422,31.422
M107004,1995-07-06,6.2,20.6,NA,100,31.422,31.422
M107004,1995-07-07,5.6,23.4,NA,100,31.422,31.422
M107004,1995-07-08,12,20.1,NA,100,31.422,31.422
M107004,1995-07-09,7.2,22.1,NA,100,31.422,31.422
M107004,1995-07-10,10.3,13.4,NA,100,31.422,31.422
M107004,1995-07-11,9.8,13.8,NA,100,31.422,31.422
M107004,1995-07-12,9.4,19.9,NA,100,31.422,31.422
M107004,1995-07-13,9.6,16.9,NA,100,31.422,31.422
M107004,1995-07-14,6.8,17,NA,100,31.422,31.422
M107004,1995-07-15,6.4,19.5,NA,100,31.422,31.422
M107004,1995-07-16,9.1,20.1,NA,100,31.422,31.422
M107004,1995-07-17,10.3,21,NA,100,31.422,31.422
M107004,1995-07-18,8,26.2,NA,100,31.422,31.422
M107004,1995-07-19,8,28.6,NA,100,31.422,31.422
M107004,1995-07-20,16.8,25.8,NA,100,31.422,31.422
M107004,1995-07-21,10.7,27.4,NA,100,31.422,31.422
M107004,1995-07-22,9.2,25.1,NA,100,31.422,31.422
M107004,1995-07-23,11.2,17.6,NA,100,31.422,31.422
M107004,1995-07-24,11.1,13.4,NA,100,31.422,31.422
M107004,1995-07-25,10.4,20.5,NA,100,31.422,31.422
M107004,1995-07-26,6.3,16.5,NA,100,31.422,31.422
M107004,1995-07-27,6.2,16,NA,100,31.422,31.422
M107004,1995-07-28,1.7,17,NA,100,31.422,31.422
M107004,1995-07-29,8.4,20.3,NA,100,31.422,31.422
M107004,1995-07-30,6.8,15.8,NA,100,31.422,31.422
M107004,1995-07-31,7.7,17.3,NA,100,31.422,31.422
M107004,1995-08-01,8.4,18.9,NA,100,31.422,31.422
M107004,1995-08-02,6.6,17.3,NA,100,31.422,31.422
M107004,1995-08-03,9.3,20.2,NA,100,31.422,31.422
M107004,1995-08-04,9.1,20.1,NA,100,31.422,31.422
M107004,1995-08-05,4.3,15.4,NA,100,31.422,31.422
M107004,1995-08-06,3.7,15.3,NA,100,31.422,31.422
M107004,1995-08-07,4.1,17.7,NA,100,31.422,31.422
M107004,1995-08-08,4.8,20.9,NA,100,31.422,31.422
M107004,1995-08-09,4.7,20.9,NA,100,31.422,31.422
M107004,1995-08-10,6.1,16.7,NA,100,31.422,31.422
M107004,1995-08-11,9.1,17.7,NA,100,31.422,31.422
M107004,1995-08-12,5.2,18.8,NA,100,31.422,31.422
M107004,1995-08-13,6.4,16,NA,100,31.422,31.422
M107004,1995-08-14,8.1,14.3,NA,100,31.422,31.422
M107004,1995-08-15,0.7,14.3,NA,100,31.422,31.422
M107004,1995-08-16,-0.2,14.9,NA,100,31.422,31.422
M107004,1995-08-17,3.2,15,NA,100,31.422,31.422
M107004,1995-08-18,7,17.4,NA,100,31.422,31.422
M107004,1995-08-19,9,15.6,NA,100,31.422,31.422
M107004,1995-08-20,6.5,14.4,NA,100,31.422,31.422
M107004,1995-08-21,8.9,14.6,NA,100,31.422,31.422
M107004,1995-08-22,6.2,15,NA,100,31.422,31.422
M107004,1995-08-23,3.8,16.7,NA,100,31.422,31.422
M107004,1995-08-24,6.8,14,NA,100,31.422,31.422
M107004,1995-08-25,4.4,16.7,NA,100,31.422,31.422
M107004,1995-08-26,0.3,18.9,NA,100,31.422,31.422
M107004,1995-08-27,0.3,16.9,NA,100,31.422,31.422
M107004,1995-08-28,0.6,19.1,NA,100,31.422,31.422
M107004,1995-08-29,0.2,17.4,NA,100,31.422,31.422
M107004,1995-08-30,-0.2,19.6,NA,100,31.422,31.422
M107004,1995-08-31,1.3,17.8,NA,100,31.422,31.422
M107004,1995-09-01,1.8,20.9,NA,100,31.422,31.422
M107004,1995-09-02,10.2,20.6,NA,100,31.422,31.422
M107004,1995-09-03,8.5,23.4,NA,100,31.422,31.422
M107004,1995-09-04,4.2,26.3,NA,100,31.422,31.422
M107004,1995-09-05,7.5,23.8,NA,100,31.422,31.422
M107004,1995-09-06,10.1,23.4,NA,100,31.422,31.422
M107004,1995-09-07,4.7,26.2,NA,100,31.422,31.422
M107004,1995-09-08,5,26.1,NA,100,31.422,31.422
M107004,1995-09-09,5.2,22,NA,100,31.422,31.422
M107004,1995-09-10,9.8,20,NA,100,31.422,31.422
M107004,1995-09-11,14.6,18.6,NA,100,31.422,31.422
M107004,1995-09-12,6.4,20.3,NA,100,31.422,31.422
M107004,1995-09-13,1.1,20.5,NA,100,31.422,31.422
M107004,1995-09-14,3,21.7,NA,100,31.422,31.422
M107004,1995-09-15,0.6,19.8,NA,100,31.422,31.422
M107004,1995-09-16,1.7,21.6,NA,100,31.422,31.422
M107004,1995-09-17,3.3,21.4,NA,100,31.422,31.422
M107004,1995-09-18,4.2,11.1,NA,100,31.422,31.422
M107004,1995-09-19,-1.2,18.2,NA,100,31.422,31.422
M107004,1995-09-20,-2.7,22.3,NA,100,31.422,31.422
M107004,1995-09-21,-0.5,24.5,NA,100,31.422,31.422
M107004,1995-09-22,-1.2,26.1,NA,100,31.422,31.422
M107004,1995-09-23,0.5,26.8,NA,100,31.422,31.422
M107004,1995-09-24,2.3,24.8,NA,100,31.422,31.422
M107004,1995-09-25,0.8,22.1,NA,100,31.422,31.422
M107004,1995-09-26,8.4,15.4,NA,100,31.422,31.422
M107004,1995-09-27,5.7,16.6,NA,100,31.422,31.422
M107004,1995-09-28,8.1,12.6,NA,100,31.422,31.422
M107004,1995-09-29,2.7,13.9,NA,100,31.422,31.422
M107004,1995-09-30,-0.9,11,NA,100,31.422,31.422
M107004,1995-10-01,-2.9,11.5,NA,100,31.422,31.422
M107004,1995-10-02,1.9,11.9,NA,100,31.422,31.422
M107004,1995-10-03,-0.6,11.2,NA,100,31.422,31.422
M107004,1995-10-04,0.7,11.8,NA,100,31.422,31.422
M107004,1995-10-05,5,7.8,NA,100,31.422,31.422
M107004,1995-10-06,1.6,11.7,NA,100,31.422,31.422
M107004,1995-10-07,1.4,11.5,NA,100,31.422,31.422
M107004,1995-10-08,-1.2,11,NA,100,31.422,31.422
M107004,1995-10-09,3.7,10.6,NA,100,31.422,31.422
M107004,1995-10-10,1,10.4,NA,100,31.422,31.422
M107004,1995-10-11,-1.3,9.2,NA,100,31.422,31.422
M107004,1995-10-12,-2.8,8.3,NA,100,31.422,31.422
M107004,1995-10-13,5.2,12.8,NA,100,31.422,31.422
M107004,1995-10-14,-0.6,10.9,NA,100,31.422,31.422
M107004,1995-10-15,-0.5,3.2,NA,100,31.422,31.422
M107004,1995-10-16,1.9,6.3,NA,100,31.422,31.422
M107004,1995-10-17,2,10.4,NA,100,31.422,31.422
M107004,1995-10-18,1.1,9.7,NA,100,31.422,31.422
M107004,1995-10-19,0.5,7.6,NA,100,31.422,31.422
M107004,1995-10-20,-1,7.7,NA,100,31.422,31.422
M107004,1995-10-21,-2.9,8.8,NA,100,31.422,31.422
M107004,1995-10-22,-2.8,6.2,NA,100,31.422,31.422
M107004,1995-10-23,2.9,8,NA,100,31.422,31.422
M107004,1995-10-24,-1.1,6.4,NA,100,31.422,31.422
M107004,1995-10-25,1.8,6,NA,100,31.422,31.422
M107004,1995-10-26,1.6,6.7,NA,100,31.422,31.422
M107004,1995-10-27,-2,6.9,NA,100,31.422,31.422
M107004,1995-10-28,-5.8,4.5,NA,100,31.422,31.422
M107004,1995-10-29,-9.2,3.2,NA,100,31.422,31.422
M107004,1995-10-30,-8,-2.3,NA,100,31.422,31.422
M107004,1995-10-31,-9.7,-2.3,NA,100,31.422,31.422
M107004,1995-11-01,-11.7,-2.2,NA,100,31.422,31.422
M107004,1995-11-02,-7.9,2.4,NA,100,31.422,31.422
M107004,1995-11-03,-6.7,6.6,NA,100,31.422,31.422
M107004,1995-11-04,3.1,6.3,NA,100,31.422,31.422
M107004,1995-11-05,-4.7,4.9,NA,100,31.422,31.422
M107004,1995-11-06,-4,-0.9,NA,100,31.422,31.422
M107004,1995-11-07,-4.6,-3.2,NA,100,31.422,31.422
M107004,1995-11-08,-8.5,-4.4,NA,100,31.422,31.422
M107004,1995-11-09,-18.2,-8.7,NA,100,31.422,31.422
M107004,1995-11-10,-19.1,-12.4,NA,100,31.422,31.422
M107004,1995-11-11,-17.2,1.8,NA,100,31.422,31.422
M107004,1995-11-12,-4.2,2.5,NA,100,31.422,31.422
M107004,1995-11-13,-6.8,5,NA,100,31.422,31.422
M107004,1995-11-14,-9.8,-2.3,NA,100,31.422,31.422
M107004,1995-11-15,-2.2,6.2,NA,100,31.422,31.422
M107004,1995-11-16,-1.2,2.3,NA,100,31.422,31.422
M107004,1995-11-17,-0.5,2.1,NA,100,31.422,31.422
M107004,1995-11-18,-5.2,5,NA,100,31.422,31.422
M107004,1995-11-19,-7.4,0.1,NA,100,31.422,31.422
M107004,1995-11-20,-9.9,-3.7,NA,100,31.422,31.422
M107004,1995-11-21,-3.9,-0.1,NA,100,31.422,31.422
M107004,1995-11-22,-2.5,0.6,NA,100,31.422,31.422
M107004,1995-11-23,-2.7,0.5,NA,100,31.422,31.422
M107004,1995-11-24,-1.5,2.6,NA,100,31.422,31.422
M107004,1995-11-25,-2.4,1.4,NA,100,31.422,31.422
M107004,1995-11-26,-1.4,3.1,NA,100,31.422,31.422
M107004,1995-11-27,-3.4,0.2,NA,100,31.422,31.422
M107004,1995-11-28,-8.5,-3.5,NA,100,31.422,31.422
M107004,1995-11-29,-10.3,-6.8,NA,100,31.422,31.422
M107004,1995-11-30,-8.9,-5.5,NA,100,31.422,31.422
M107004,1995-12-01,-10.3,-2.4,NA,100,31.422,31.422
M107004,1995-12-02,-13.2,-1.6,NA,100,31.422,31.422
M107004,1995-12-03,-8.3,-3.3,NA,100,31.422,31.422
M107004,1995-12-04,-20.2,-10.4,NA,100,31.422,31.422
M107004,1995-12-05,-18.5,-1.5,NA,100,31.422,31.422
M107004,1995-12-06,-19.4,-8.1,NA,100,31.422,31.422
M107004,1995-12-07,-31.9,-20.4,NA,100,31.422,31.422
M107004,1995-12-08,-33.7,-23.5,NA,100,31.422,31.422
M107004,1995-12-09,-30.8,-18.1,NA,100,31.422,31.422
M107004,1995-12-10,-18.7,-13,NA,100,31.422,31.422
M107004,1995-12-11,-14.2,-13,NA,100,31.422,31.422
M107004,1995-12-12,-13.4,-11,NA,100,31.422,31.422
M107004,1995-12-13,-10.6,-6.3,NA,100,31.422,31.422
M107004,1995-12-14,-12.9,-7.8,NA,100,31.422,31.422
M107004,1995-12-15,-12.4,-7.1,NA,100,31.422,31.422
M107004,1995-12-16,-15.8,-3.6,NA,100,31.422,31.422
M107004,1995-12-17,-3.6,1.8,NA,100,31.422,31.422
M107004,1995-12-18,-0.6,2.2,NA,100,31.422,31.422
M107004,1995-12-19,-1.8,1.7,NA,100,31.422,31.422
M107004,1995-12-20,-6.1,-0.8,NA,100,31.422,31.422
M107004,1995-12-21,-1.5,0.5,NA,100,31.422,31.422
M107004,1995-12-22,-3.2,0.7,NA,100,31.422,31.422
M107004,1995-12-23,-2.1,-0.5,NA,100,31.422,31.422
M107004,1995-12-24,-7.2,-2.2,NA,100,31.422,31.422
M107004,1995-12-25,-13.8,-7.6,NA,100,31.422,31.422
M107004,1995-12-26,-15,-9.1,NA,100,31.422,31.422
M107004,1995-12-27,-9.1,-4.6,NA,100,31.422,31.422
M107004,1995-12-28,-4.8,-1.7,NA,100,31.422,31.422
M107004,1995-12-29,-5.6,-1.6,NA,100,31.422,31.422
M107004,1995-12-30,-7.8,-3.4,NA,100,31.422,31.422
M107004,1995-12-31,-7.7,-5.5,NA,100,31.422,31.422
M107004,1996-01-01,-7.3,-2,NA,100,31.422,31.422
M107004,1996-01-02,-8.3,-3.1,NA,100,31.422,31.422
M107004,1996-01-03,-19.5,-2.6,NA,100,31.422,31.422
M107004,1996-01-04,-25.9,-16.5,NA,100,31.422,31.422
M107004,1996-01-05,-28.9,-17.3,NA,100,31.422,31.422
M107004,1996-01-06,-17.6,-10.9,NA,100,31.422,31.422
M107004,1996-01-07,-12.6,-3.4,NA,100,31.422,31.422
M107004,1996-01-08,-8.1,2.5,NA,100,31.422,31.422
M107004,1996-01-09,-5.5,0.5,NA,100,31.422,31.422
M107004,1996-01-10,-3.7,5.6,NA,100,31.422,31.422
M107004,1996-01-11,1.7,8.3,NA,100,31.422,31.422
M107004,1996-01-12,5.2,8.1,NA,100,31.422,31.422
M107004,1996-01-13,-10.7,4.8,NA,100,31.422,31.422
M107004,1996-01-14,-15.2,-11,NA,100,31.422,31.422
M107004,1996-01-15,-15,-11.6,NA,100,31.422,31.422
M107004,1996-01-16,-25.5,-12.4,NA,100,31.422,31.422
M107004,1996-01-17,-30.3,-19.9,NA,100,31.422,31.422
M107004,1996-01-18,-33.5,-21.6,NA,100,31.422,31.422
M107004,1996-01-19,-29.9,-19.6,NA,100,31.422,31.422
M107004,1996-01-20,-31.8,-21,NA,100,31.422,31.422
M107004,1996-01-21,-36.5,-21.2,NA,100,31.422,31.422
