stn,date,tmin,tmax,prcp,per_na_prcp,per_na_tmin,per_na_tmax
1A01P,1997-02-06,-10.9,8.3,0,2.772,2.568,2.568
1A01P,1997-02-07,-9.1,10.1,0,2.772,2.568,2.568
1A01P,1997-02-08,-8.8,-1.5,0,2.772,2.568,2.568
1A01P,1997-02-09,-9.6,-0.5,0,2.772,2.568,2.568
1A01P,1997-02-10,-11.6,-3.3,0,2.772,2.568,2.568
1A01P,1997-02-11,-16.3,-2.8,1,2.772,2.568,2.568
1A01P,1997-02-12,-8.9,-4.4,2,2.772,2.568,2.568
1A01P,1997-02-13,-9.8,-3.9,3,2.772,2.568,2.568
1A01P,1997-02-14,-8,-1.6,8,2.772,2.568,2.568
1A01P,1997-02-15,-6,-1.2,12,2.772,2.568,2.568
1A01P,1997-02-16,-1.9,1.9,4,2.772,2.568,2.568
1A01P,1997-02-17,-2.5,-0.2,3,2.772,2.568,2.568
1A01P,1997-02-18,-6.4,-1.1,5,2.772,2.568,2.568
1A01P,1997-02-19,-6.2,-1.3,3,2.772,2.568,2.568
1A01P,1997-02-20,-9.6,-2.9,2,2.772,2.568,2.568
1A01P,1997-02-21,-7,-3.2,0,2.772,2.568,2.568
1A01P,1997-02-22,-9.5,-0.6,0,2.772,2.568,2.568
1A01P,1997-02-23,-6.9,6.9,4,2.772,2.568,2.568
1A01P,1997-02-24,-7.3,8.5,4,2.772,2.568,2.568
1A01P,1997-02-25,-3.3,1.2,1,2.772,2.568,2.568
1A01P,1997-02-26,-8.9,-3.4,0,2.772,2.568,2.568
1A01P,1997-02-27,-13.6,-5.5,2,2.772,2.568,2.568
1A01P,1997-02-28,-15.7,-0.1,2,2.772,2.568,2.568
1A01P,1997-03-01,-11.5,-8,4,2.772,2.568,2.568
1A01P,1997-03-02,-17.2,-10.7,2,2.772,2.568,2.568
1A01P,1997-03-03,-16.5,-1.3,4,2.772,2.568,2.568
1A01P,1997-03-04,-18.1,-10.6,0,2.772,2.568,2.568
1A01P,1997-03-05,-19,-2,0,2.772,2.568,2.568
1A01P,1997-03-06,-12.9,-0.6,1,2.772,2.568,2.568
1A01P,1997-03-07,-8.3,1.2,5,2.772,2.568,2.568
1A01P,1997-03-08,-11.3,-4.5,2,2.772,2.568,2.568
1A01P,1997-03-09,-10.9,-2,9,2.772,2.568,2.568
1A01P,1997-03-10,-8,-2.3,2,2.772,2.568,2.568
1A01P,1997-03-11,-15,-3.6,1,2.772,2.568,2.568
1A01P,1997-03-12,-19.7,-10.6,0,2.772,2.568,2.568
1A01P,1997-03-13,-22.7,-8.4,1,2.772,2.568,2.568
1A01P,1997-03-14,-19.6,-5.6,0,2.772,2.568,2.568
1A01P,1997-03-15,-18.6,-5.3,2,2.772,2.568,2.568
1A01P,1997-03-16,-16.7,-1,1,2.772,2.568,2.568
1A01P,1997-03-17,-15,3.8,10,2.772,2.568,2.568
1A01P,1997-03-18,-3.6,0,23,2.772,2.568,2.568
1A01P,1997-03-19,-0.9,2.7,20,2.772,2.568,2.568
1A01P,1997-03-20,-4.4,0.7,3,2.772,2.568,2.568
1A01P,1997-03-21,-9.6,-2.2,2,2.772,2.568,2.568
1A01P,1997-03-22,-9.1,2.7,7,2.772,2.568,2.568
1A01P,1997-03-23,-7.7,-0.6,3,2.772,2.568,2.568
1A01P,1997-03-24,-9.6,-1.6,3,2.772,2.568,2.568
1A01P,1997-03-25,-5.2,2.3,9,2.772,2.568,2.568
1A01P,1997-03-26,-4,1.6,5,2.772,2.568,2.568
1A01P,1997-03-27,-8.4,2.5,3,2.772,2.568,2.568
1A01P,1997-03-28,-6.8,1.3,2,2.772,2.568,2.568
1A01P,1997-03-29,-8.6,-1.7,0,2.772,2.568,2.568
1A01P,1997-03-30,-5.4,4,2,2.772,2.568,2.568
1A01P,1997-03-31,-6.3,2.8,4,2.772,2.568,2.568
1A01P,1997-04-01,-9.6,4.1,0,2.772,2.568,2.568
1A01P,1997-04-02,-9.7,5.4,2,2.772,2.568,2.568
1A01P,1997-04-03,-8.8,-0.7,2,2.772,2.568,2.568
1A01P,1997-04-04,-11.8,7.6,0,2.772,2.568,2.568
1A01P,1997-04-05,-15.7,11.5,0,2.772,2.568,2.568
1A01P,1997-04-06,-16,11.8,0,2.772,2.568,2.568
1A01P,1997-04-07,-17,11.2,0,2.772,2.568,2.568
1A01P,1997-04-08,-19.4,14.6,0,2.772,2.568,2.568
1A01P,1997-04-09,-16.1,16,0,2.772,2.568,2.568
1A01P,1997-04-10,-15.7,17.3,0,2.772,2.568,2.568
1A01P,1997-04-11,-12.6,20,0,2.772,2.568,2.568
1A01P,1997-04-12,-6.9,19.9,0,2.772,2.568,2.568
1A01P,1997-04-13,7.3,15.4,0,2.772,2.568,2.568
1A01P,1997-04-14,-7.2,15.8,0,2.772,2.568,2.568
1A01P,1997-04-15,-7.1,17.2,0,2.772,2.568,2.568
1A01P,1997-04-16,8.2,16,13,2.772,2.568,2.568
1A01P,1997-04-17,-3.7,15.3,4,2.772,2.568,2.568
1A01P,1997-04-18,-7.2,15.3,0,2.772,2.568,2.568
1A01P,1997-04-19,-4.5,15.1,0,2.772,2.568,2.568
1A01P,1997-04-20,5.1,15.5,5,2.772,2.568,2.568
1A01P,1997-04-21,-3.6,15.1,0,2.772,2.568,2.568
1A01P,1997-04-22,-8,18.9,0,2.772,2.568,2.568
1A01P,1997-04-23,-6.8,19.2,0,2.772,2.568,2.568
1A01P,1997-04-24,7.9,18.2,1,2.772,2.568,2.568
1A01P,1997-04-25,-5.2,18.2,0,2.772,2.568,2.568
1A01P,1997-04-26,7.5,22.8,10,2.772,2.568,2.568
1A01P,1997-04-27,9.3,15.7,0,2.772,2.568,2.568
1A01P,1997-04-28,-5.1,16.8,0,2.772,2.568,2.568
1A01P,1997-04-29,-3.4,18,4,2.772,2.568,2.568
1A01P,1997-04-30,-0.8,18.6,3,2.772,2.568,2.568
1A01P,1997-05-01,4.9,16.8,1,2.772,2.568,2.568
1A01P,1997-05-02,4.8,18.5,0,2.772,2.568,2.568
1A01P,1997-05-03,5.2,16.2,4,2.772,2.568,2.568
1A01P,1997-05-04,-4.9,16.3,1,2.772,2.568,2.568
1A01P,1997-05-05,6.2,16.8,14,2.772,2.568,2.568
1A01P,1997-05-06,-0.2,19.2,2,2.772,2.568,2.568
1A01P,1997-05-07,-2.7,18.6,0,2.772,2.568,2.568
1A01P,1997-05-08,5.8,21.5,0,2.772,2.568,2.568
1A01P,1997-05-09,8.3,17.8,1,2.772,2.568,2.568
1A01P,1997-05-10,-5.4,20.6,0,2.772,2.568,2.568
1A01P,1997-05-11,5.1,26,0,2.772,2.568,2.568
1A01P,1997-05-12,9.4,26.7,0,2.772,2.568,2.568
1A01P,1997-05-13,8.3,27,0,2.772,2.568,2.568
1A01P,1997-05-14,10.3,26.9,0,2.772,2.568,2.568
1A01P,1997-05-15,11.8,24.1,1,2.772,2.568,2.568
1A01P,1997-05-16,12.2,22.4,12,2.772,2.568,2.568
1A01P,1997-05-17,-1.9,12,4,2.772,2.568,2.568
1A01P,1997-05-18,-4.4,20.7,4,2.772,2.568,2.568
1A01P,1997-05-19,4.3,16.1,2,2.772,2.568,2.568
1A01P,1997-05-20,-2,11.5,0,2.772,2.568,2.568
1A01P,1997-05-21,-4.6,12.3,0,2.772,2.568,2.568
1A01P,1997-05-22,-5.2,17.1,0,2.772,2.568,2.568
1A01P,1997-05-23,5.2,21.3,0,2.772,2.568,2.568
1A01P,1997-05-24,10.2,20.5,0,2.772,2.568,2.568
1A01P,1997-05-25,9.7,21.2,0,2.772,2.568,2.568
1A01P,1997-05-26,10.2,19.7,5,2.772,2.568,2.568
1A01P,1997-05-27,10.9,23.6,1,2.772,2.568,2.568
1A01P,1997-05-28,6.8,27.1,0,2.772,2.568,2.568
1A01P,1997-05-29,11.1,24.9,4,2.772,2.568,2.568
1A01P,1997-05-30,11,23.1,1,2.772,2.568,2.568
1A01P,1997-05-31,12.1,21.6,12,2.772,2.568,2.568
1A01P,1997-06-01,7.2,19.4,4,2.772,2.568,2.568
1A01P,1997-06-02,4.4,20.8,0,2.772,2.568,2.568
1A01P,1997-06-03,4.8,26.2,0,2.772,2.568,2.568
1A01P,1997-06-04,13,20,3,2.772,2.568,2.568
1A01P,1997-06-05,10.3,20.9,1,2.772,2.568,2.568
1A01P,1997-06-06,7.4,22,0,2.772,2.568,2.568
1A01P,1997-06-07,9.5,22,4,2.772,2.568,2.568
1A01P,1997-06-08,7.9,21,2,2.772,2.568,2.568
1A01P,1997-06-09,7.2,26.2,0,2.772,2.568,2.568
1A01P,1997-06-10,9.5,27.8,0,2.772,2.568,2.568
1A01P,1997-06-11,12.4,26.7,1,2.772,2.568,2.568
1A01P,1997-06-12,11.5,20,2,2.772,2.568,2.568
1A01P,1997-06-13,10.4,23.3,0,2.772,2.568,2.568
1A01P,1997-06-14,7.5,23.6,0,2.772,2.568,2.568
1A01P,1997-06-15,8,26.2,6,2.772,2.568,2.568
1A01P,1997-06-16,10.2,21.4,0,2.772,2.568,2.568
1A01P,1997-06-17,11,19.3,10,2.772,2.568,2.568
1A01P,1997-06-18,7.6,15.1,1,2.772,2.568,2.568
1A01P,1997-06-19,5,14.5,0,2.772,2.568,2.568
1A01P,1997-06-20,6.2,11.5,1,2.772,2.568,2.568
1A01P,1997-06-21,3.7,13.5,12,2.772,2.568,2.568
1A01P,1997-06-22,3.1,7.3,38,2.772,2.568,2.568
1A01P,1997-06-23,2.7,10.8,12,2.772,2.568,2.568
1A01P,1997-06-24,5.5,24.1,0,2.772,2.568,2.568
1A01P,1997-06-25,7.1,20.2,0,2.772,2.568,2.568
1A01P,1997-06-26,5.6,13,6,2.772,2.568,2.568
1A01P,1997-06-27,6.2,16.3,0,2.772,2.568,2.568
1A01P,1997-06-28,7,14.7,1,2.772,2.568,2.568
1A01P,1997-06-29,4.9,18.2,0,2.772,2.568,2.568
1A01P,1997-06-30,6.4,20.3,0,2.772,2.568,2.568
1A01P,1997-07-01,7.4,19.6,0,2.772,2.568,2.568
1A01P,1997-07-02,8.4,20.1,2,2.772,2.568,2.568
1A01P,1997-07-03,8.5,20.9,0,2.772,2.568,2.568
1A01P,1997-07-04,5.9,24.3,0,2.772,2.568,2.568
1A01P,1997-07-05,8.6,24.7,7,2.772,2.568,2.568
1A01P,1997-07-06,6.9,14,5,2.772,2.568,2.568
1A01P,1997-07-07,4,10.3,1,2.772,2.568,2.568
1A01P,1997-07-08,4.7,14.8,1,2.772,2.568,2.568
1A01P,1997-07-09,5.6,15.8,8,2.772,2.568,2.568
1A01P,1997-07-10,3.2,8.3,18,2.772,2.568,2.568
1A01P,1997-07-11,0.6,4.3,21,2.772,2.568,2.568
1A01P,1997-07-12,1.5,8.2,7,2.772,2.568,2.568
1A01P,1997-07-13,5.5,15.1,0,2.772,2.568,2.568
1A01P,1997-07-14,4.8,15.8,3,2.772,2.568,2.568
1A01P,1997-07-15,4.3,17.4,4,2.772,2.568,2.568
1A01P,1997-07-16,4.8,15.8,2,2.772,2.568,2.568
1A01P,1997-07-17,3.5,16.4,0,2.772,2.568,2.568
1A01P,1997-07-18,2.9,16.5,0,2.772,2.568,2.568
1A01P,1997-07-19,4.7,24.7,0,2.772,2.568,2.568
1A01P,1997-07-20,8.1,26.6,0,2.772,2.568,2.568
1A01P,1997-07-21,11,23.9,31,2.772,2.568,2.568
1A01P,1997-07-22,5.6,12.9,2,2.772,2.568,2.568
1A01P,1997-07-23,3.9,10.8,0,2.772,2.568,2.568
1A01P,1997-07-24,2.8,13.8,2,2.772,2.568,2.568
1A01P,1997-07-25,1.7,12.8,0,2.772,2.568,2.568
1A01P,1997-07-26,3.9,13.4,0,2.772,2.568,2.568
1A01P,1997-07-27,2.5,21.1,0,2.772,2.568,2.568
1A01P,1997-07-28,5,25.2,0,2.772,2.568,2.568
1A01P,1997-07-29,8.9,27.9,0,2.772,2.568,2.568
1A01P,1997-07-30,9.5,14.4,12,2.772,2.568,2.568
1A01P,1997-07-31,6.2,19.5,0,2.772,2.568,2.568
1A01P,1997-08-01,7,20.3,0,2.772,2.568,2.568
1A01P,1997-08-02,5.8,18.9,2,2.772,2.568,2.568
1A01P,1997-08-03,5.1,24.7,0,2.772,2.568,2.568
1A01P,1997-08-04,9.1,26.8,0,2.772,2.568,2.568
1A01P,1997-08-05,10.9,30.1,0,2.772,2.568,2.568
1A01P,1997-08-06,13.2,28.1,13,2.772,2.568,2.568
1A01P,1997-08-07,7.3,16,0,2.772,2.568,2.568
1A01P,1997-08-08,3.4,9,1,2.772,2.568,2.568
1A01P,1997-08-09,-1.5,18.1,0,2.772,2.568,2.568
1A01P,1997-08-10,3.2,21.6,0,2.772,2.568,2.568
1A01P,1997-08-11,7.5,24.5,0,2.772,2.568,2.568
1A01P,1997-08-12,7.3,20.5,0,2.772,2.568,2.568
1A01P,1997-08-13,7.3,16.8,0,2.772,2.568,2.568
1A01P,1997-08-14,12.2,17.5,6,2.772,2.568,2.568
1A01P,1997-08-15,4,9.3,0,2.772,2.568,2.568
1A01P,1997-08-16,3.2,9.4,2,2.772,2.568,2.568
1A01P,1997-08-17,1,17.4,1,2.772,2.568,2.568
1A01P,1997-08-18,3.4,17.2,3,2.772,2.568,2.568
1A01P,1997-08-19,2.9,18.1,0,2.772,2.568,2.568
1A01P,1997-08-20,5.1,23,2,2.772,2.568,2.568
1A01P,1997-08-21,9.2,12.5,4,2.772,2.568,2.568
1A01P,1997-08-22,6.7,17,10,2.772,2.568,2.568
1A01P,1997-08-23,5.3,13.4,10,2.772,2.568,2.568
1A01P,1997-08-24,2.5,17.3,0,2.772,2.568,2.568
1A01P,1997-08-25,5.8,14.8,1,2.772,2.568,2.568
1A01P,1997-08-26,5.2,18.3,0,2.772,2.568,2.568
1A01P,1997-08-27,6,14.6,7,2.772,2.568,2.568
1A01P,1997-08-28,2,12,4,2.772,2.568,2.568
1A01P,1997-08-29,1.5,9.8,0,2.772,2.568,2.568
1A01P,1997-08-30,1.1,11.7,0,2.772,2.568,2.568
1A01P,1997-08-31,3,15.4,0,2.772,2.568,2.568
1A01P,1997-09-01,2.5,21.9,8,2.772,2.568,2.568
1A01P,1997-09-02,5.8,20.3,0,2.772,2.568,2.568
1A01P,1997-09-03,5.8,22,2,2.772,2.568,2.568
1A01P,1997-09-04,6.5,15.7,0,2.772,2.568,2.568
1A01P,1997-09-05,2.9,16.4,8,2.772,2.568,2.568
1A01P,1997-09-06,1,9,0,2.772,2.568,2.568
1A01P,1997-09-07,1,14.7,0,2.772,2.568,2.568
1A01P,1997-09-08,1.7,19,0,2.772,2.568,2.568
1A01P,1997-09-09,4.1,21.8,0,2.772,2.568,2.568
1A01P,1997-09-10,6.8,20.2,2,2.772,2.568,2.568
1A01P,1997-09-11,6.6,9.6,11,2.772,2.568,2.568
1A01P,1997-09-12,1.3,7.9,7,2.772,2.568,2.568
1A01P,1997-09-13,-0.2,7.3,2,2.772,2.568,2.568
1A01P,1997-09-14,0.6,4.6,4,2.772,2.568,2.568
1A01P,1997-09-15,0.8,6.5,5,2.772,2.568,2.568
1A01P,1997-09-16,0.5,7.1,2,2.772,2.568,2.568
1A01P,1997-09-17,-0.3,0.8,12,2.772,2.568,2.568
1A01P,1997-09-18,-3.1,5.3,1,2.772,2.568,2.568
1A01P,1997-09-19,-3.3,15,0,2.772,2.568,2.568
1A01P,1997-09-20,1.6,19.2,0,2.772,2.568,2.568
1A01P,1997-09-21,3.9,21,0,2.772,2.568,2.568
1A01P,1997-09-22,4.9,22.2,0,2.772,2.568,2.568
1A01P,1997-09-23,8,21.5,0,2.772,2.568,2.568
1A01P,1997-09-24,6,23.5,0,2.772,2.568,2.568
1A01P,1997-09-25,7.8,20.3,3,2.772,2.568,2.568
1A01P,1997-09-26,4.3,12.3,9,2.772,2.568,2.568
1A01P,1997-09-27,1.1,4.5,0,2.772,2.568,2.568
1A01P,1997-09-28,2.9,5.7,7,2.772,2.568,2.568
1A01P,1997-09-29,0.4,8.2,4,2.772,2.568,2.568
1A01P,1997-09-30,1.6,6,20,2.772,2.568,2.568
1A01P,1997-10-01,-0.1,5.5,13,2.772,2.568,2.568
1A01P,1997-10-02,0,3.3,14,2.772,2.568,2.568
1A01P,1997-10-03,-4.3,5,7,2.772,2.568,2.568
1A01P,1997-10-04,-1,4.5,1,2.772,2.568,2.568
1A01P,1997-10-05,-3.8,5.9,1,2.772,2.568,2.568
1A01P,1997-10-06,-2.7,1,7,2.772,2.568,2.568
1A01P,1997-10-07,-5,0.1,1,2.772,2.568,2.568
1A01P,1997-10-08,-6.7,0.6,1,2.772,2.568,2.568
1A01P,1997-10-09,-8.6,-3.1,1,2.772,2.568,2.568
1A01P,1997-10-10,-5,1.4,0,2.772,2.568,2.568
1A01P,1997-10-11,-3.9,-1,4,2.772,2.568,2.568
1A01P,1997-10-12,-9.6,-4,2,2.772,2.568,2.568
1A01P,1997-10-13,-7,4.7,3,2.772,2.568,2.568
1A01P,1997-10-14,-1.2,8.5,0,2.772,2.568,2.568
1A01P,1997-10-15,0.4,4.3,11,2.772,2.568,2.568
1A01P,1997-10-16,1.9,4.8,31,2.772,2.568,2.568
1A01P,1997-10-17,0,4.9,2,2.772,2.568,2.568
1A01P,1997-10-18,-6.6,3.5,1,2.772,2.568,2.568
1A01P,1997-10-19,-7.8,6.4,0,2.772,2.568,2.568
1A01P,1997-10-20,-6.3,6.3,0,2.772,2.568,2.568
